"Date (00:00 UTC,Coingecko)",Relative to the ETH Price at Launch,ETH price,TEC price (USD),Market Cap (USD),Token Supply (TEC),TEC price (ETH),Notes
6/10/2022,290.04%,"$1,788.42",$1.65,,0.00000000,0.00092141,
6/11/2022,300.67%,"$1,663.84",$1.59,,0.00000000,0.00095515,
6/12/2022,313.53%,"$1,530.04",$1.52,,0.00000000,0.00099603,
6/13/2022,315.16%,"$1,454.69",$1.46,,0.00000000,0.00100118,
6/14/2022,338.81%,"$1,205.60",$1.30,,0.00000000,0.00107632,
6/15/2022,336.22%,"$1,214.87",$1.30,,0.00000000,0.00106810,
6/16/2022,331.99%,"$1,230.36",$1.30,,0.00000000,0.00105465,
6/17/2022,382.24%,"$1,068.60",$1.30,,0.00000000,0.00121430,
6/18/2022,375.49%,"$1,087.81",$1.30,,0.00000000,0.00119285,
6/19/2022,410.41%,$995.25,$1.30,,0.00000000,0.00130379,
6/20/2022,362.84%,"$1,125.75",$1.30,,0.00000000,0.00115265,
6/21/2022,360.82%,"$1,132.05",$1.30,,0.00000000,0.00114624,
6/22/2022,363.22%,"$1,124.56",$1.30,,0.00000000,0.00115387,
6/23/2022,388.62%,"$1,051.07",$1.30,,0.00000000,0.00123455,
6/24/2022,442.82%,"$1,144.48",$1.61,,0.00000000,0.00140675,
6/25/2022,416.86%,"$1,229.30",$1.63,,0.00000000,0.00132427,
6/26/2022,398.17%,"$1,244.29",$1.57,,0.00000000,0.00126489,
6/27/2022,402.42%,"$1,201.24",$1.54,,0.00000000,0.00127839,
6/28/2022,381.75%,"$1,194.22",$1.45,,0.00000000,0.00121273,
6/29/2022,386.36%,"$1,143.53",$1.40,,0.00000000,0.00122738,
6/30/2022,383.33%,"$1,098.91",$1.34,,0.00000000,0.00121774,
7/1/2022,393.24%,"$1,057.63",$1.32,,0.00000000,0.00124923,
7/2/2022,400.98%,"$1,068.82",$1.36,,0.00000000,0.00127383,
7/3/2022,394.73%,"$1,068.54",$1.34,,0.00000000,0.00125396,
7/4/2022,398.37%,"$1,074.61",$1.36,,0.00000000,0.00126552,
7/5/2022,386.12%,"$1,153.35",$1.41,,0.00000000,0.00122661,
7/6/2022,395.82%,"$1,134.02",$1.43,,0.00000000,0.00125744,
7/7/2022,378.46%,"$1,188.73",$1.43,,0.00000000,0.00120229,
7/8/2022,353.09%,"$1,240.38",$1.39,,0.00000000,0.00112168,
7/9/2022,354.42%,"$1,233.51",$1.39,,0.00000000,0.00112592,
7/10/2022,353.61%,"$1,216.85",$1.37,,0.00000000,0.00112334,
7/11/2022,363.26%,"$1,169.01",$1.35,,0.00000000,0.00115398,
7/12/2022,374.91%,"$1,097.45",$1.31,,0.00000000,0.00119101,
7/13/2022,381.11%,"$1,040.80",$1.26,,0.00000000,0.00121071,
7/14/2022,378.41%,"$1,112.92",$1.34,,0.00000000,0.00120211,
7/15/2022,382.58%,"$1,191.13",$1.45,,0.00000000,0.00121536,
7/16/2022,372.50%,"$1,234.10",$1.46,,0.00000000,0.00118336,
7/17/2022,333.14%,"$1,355.05",$1.43,,0.00000000,0.00105831,
7/18/2022,334.14%,"$1,344.72",$1.43,,0.00000000,0.00106148,
7/19/2022,296.81%,"$1,570.66",$1.48,,0.00000000,0.00094290,
7/20/2022,297.40%,"$1,542.63",$1.46,,0.00000000,0.00094478,
7/21/2022,297.34%,"$1,527.41",$1.44,,0.00000000,0.00094460,
7/22/2022,277.56%,"$1,576.83",$1.39,,0.00000000,0.00088174,
7/23/2022,277.17%,"$1,536.12",$1.35,,0.00000000,0.00088050,
7/24/2022,267.65%,"$1,552.50",$1.32,,0.00000000,0.00085028,"1 year vesting begins, Hatch tokens begin to unlock"
7/25/2022,265.16%,"$1,601.21",$1.35,,0.00000000,0.00084235,
7/26/2022,287.00%,"$1,450.48",$1.32,,0.00000000,0.00091175,
7/27/2022,283.87%,"$1,438.99",$1.30,,0.00000000,0.00090180,
7/28/2022,270.01%,"$1,636.95",$1.40,,0.00000000,0.00085778,
7/29/2022,264.63%,"$1,723.55",$1.45,,0.00000000,0.00084066,
7/30/2022,247.67%,"$1,739.04",$1.37,,0.00000000,0.00078680,
7/31/2022,243.55%,"$1,696.79",$1.31,,0.00000000,0.00077369,
8/1/2022,248.77%,"$1,682.01",$1.33,,0.00000000,0.00079029,
8/2/2022,249.96%,"$1,636.02",$1.30,,0.00000000,0.00079406,
8/3/2022,254.43%,"$1,638.38",$1.32,,0.00000000,0.00080827,
8/4/2022,248.52%,"$1,621.34",$1.28,,0.00000000,0.00078949,
8/5/2022,247.93%,"$1,612.42",$1.27,,0.00000000,0.00078761,
8/6/2022,245.97%,"$1,725.38",$1.35,,0.00000000,0.00078139,
8/7/2022,247.44%,"$1,693.30",$1.33,,0.00000000,0.00078607,
8/8/2022,246.17%,"$1,699.01",$1.33,,0.00000000,0.00078202,
8/9/2022,238.41%,"$1,775.70",$1.34,,0.00000000,0.00075738,
8/10/2022,239.67%,"$1,698.97",$1.29,,0.00000000,0.00076139,
8/11/2022,229.90%,"$1,852.88",$1.35,,0.00000000,0.00073033,
8/12/2022,217.32%,"$1,881.43",$1.30,,0.00000000,0.00069036,
8/13/2022,216.83%,"$1,959.33",$1.35,,0.00000000,0.00068881,
8/14/2022,215.60%,"$1,982.41",$1.36,,0.00000000,0.00068493,
8/15/2022,217.19%,"$1,936.70",$1.34,,0.00000000,0.00068997,
8/16/2022,216.20%,"$1,908.28",$1.31,,0.00000000,0.00068683,
8/17/2022,214.40%,"$1,880.60",$1.28,,0.00000000,0.00068110,
8/18/2022,221.01%,"$1,834.83",$1.29,,0.00000000,0.00070209,
8/19/2022,222.51%,"$1,850.11",$1.31,,0.00000000,0.00070688,
8/20/2022,229.31%,"$1,618.53",$1.18,,0.00000000,0.00072846,
8/21/2022,243.85%,"$1,579.42",$1.22,,0.00000000,0.00077465,
8/22/2022,237.12%,"$1,624.15",$1.22,,0.00000000,0.00075327,
8/23/2022,242.20%,"$1,622.31",$1.25,,0.00000000,0.00076943,
8/24/2022,240.41%,"$1,665.79",$1.27,,0.00000000,0.00076372,
8/25/2022,242.17%,"$1,657.79",$1.28,,0.00000000,0.00076933,
8/26/2022,238.55%,"$1,697.08",$1.29,,0.00000000,0.00075781,
8/27/2022,253.63%,"$1,510.19",$1.22,,0.00000000,0.00080572,
8/28/2022,255.56%,"$1,496.06",$1.21,,0.00000000,0.00081185,
8/29/2022,263.09%,"$1,438.75",$1.20,,0.00000000,0.00083579,
8/30/2022,253.05%,"$1,555.18",$1.25,,0.00000000,0.00080388,
8/31/2022,253.34%,"$1,525.40",$1.23,,0.00000000,0.00080482,
9/1/2022,245.94%,"$1,552.56",$1.21,,0.00000000,0.00078129,
9/2/2022,248.39%,"$1,588.98",$1.25,,0.00000000,0.00078908,
9/3/2022,251.98%,"$1,575.18",$1.26,,0.00000000,0.00080049,
9/4/2022,248.19%,"$1,555.67",$1.23,,0.00000000,0.00078845,
9/5/2022,246.66%,"$1,578.95",$1.24,,0.00000000,0.00078357,
9/6/2022,257.05%,"$1,617.94",$1.32,,0.00000000,0.00081659,
9/7/2022,254.36%,"$1,564.56",$1.26,,0.00000000,0.00080804,
9/8/2022,251.80%,"$1,629.88",$1.30,,0.00000000,0.00079990,
9/9/2022,242.66%,"$1,635.93",$1.26,,0.00000000,0.00077087,
9/10/2022,236.77%,"$1,717.08",$1.29,,0.00000000,0.00075215,
9/11/2022,222.35%,"$1,779.52",$1.26,,0.00000000,0.00070637,
9/12/2022,231.09%,"$1,761.32",$1.29,,0.00000000,0.00073411,
9/13/2022,235.74%,"$1,710.16",$1.28,,0.00000000,0.00074889,
9/14/2022,242.65%,"$1,573.21",$1.21,,0.00000000,0.00077084,
9/15/2022,236.27%,"$1,635.37",$1.23,,0.00000000,0.00075058,
9/16/2022,246.62%,"$1,472.00",$1.15,,0.00000000,0.00078347,
9/17/2022,254.81%,"$1,432.22",$1.16,,0.00000000,0.00080947,
9/18/2022,250.21%,"$1,471.20",$1.17,,0.00000000,0.00079485,
9/19/2022,262.06%,"$1,335.85",$1.11,,0.00000000,0.00083250,
9/20/2022,283.63%,"$1,379.92",$1.24,,0.00000000,0.00090102,
9/21/2022,285.72%,"$1,324.19",$1.20,,0.00000000,0.00090767,
9/22/2022,289.51%,"$1,252.77",$1.15,,0.00000000,0.00091971,
9/23/2022,294.68%,"$1,330.79",$1.25,,0.00000000,0.00093613,
9/24/2022,296.01%,"$1,329.56",$1.25,,0.00000000,0.00094037,
9/25/2022,294.57%,"$1,318.10",$1.23,,0.00000000,0.00093577,
9/26/2022,294.64%,"$1,294.08",$1.21,,0.00000000,0.00093599,
9/27/2022,292.45%,"$1,335.12",$1.24,,0.00000000,0.00092905,
9/28/2022,282.06%,"$1,331.15",$1.19,,0.00000000,0.00089603,
9/29/2022,287.57%,"$1,340.02",$1.22,,0.00000000,0.00091355,
9/30/2022,286.03%,"$1,335.74",$1.21,,0.00000000,0.00090867,
10/1/2022,276.37%,"$1,329.15",$1.17,,0.00000000,0.00087797,
10/2/2022,268.32%,"$1,311.26",$1.12,,0.00000000,0.00085241,
10/3/2022,274.56%,"$1,277.90",$1.11,,0.00000000,0.00087222,
10/4/2022,314.53%,"$1,323.50",$1.32,,0.00000000,0.00099920,
10/5/2022,289.83%,"$1,363.24",$1.26,,0.00000000,0.00092072,
10/6/2022,278.80%,"$1,352.59",$1.20,,0.00000000,0.00088570,
10/7/2022,269.70%,"$1,351.43",$1.16,,0.00000000,0.00085678,
10/8/2022,278.05%,"$1,324.89",$1.17,,0.00000000,0.00088331,
10/9/2022,281.12%,"$1,315.86",$1.18,,0.00000000,0.00089305,
10/10/2022,279.17%,"$1,322.27",$1.17,,0.00000000,0.00088686,
10/11/2022,285.17%,"$1,291.08",$1.17,,0.00000000,0.00090594,
10/12/2022,291.07%,"$1,279.88",$1.18,,0.00000000,0.00092467,
10/13/2022,279.23%,"$1,294.27",$1.15,,0.00000000,0.00088705,
10/14/2022,287.88%,"$1,288.16",$1.18,,0.00000000,0.00091453,
10/15/2022,289.21%,"$1,297.63",$1.19,,0.00000000,0.00091875,
10/16/2022,289.98%,"$1,275.69",$1.18,,0.00000000,0.00092121,
10/17/2022,285.25%,"$1,306.94",$1.18,,0.00000000,0.00090618,
10/18/2022,286.16%,"$1,333.44",$1.21,,0.00000000,0.00090907,
10/19/2022,280.74%,"$1,311.81",$1.17,,0.00000000,0.00089186,
10/20/2022,282.02%,"$1,284.65",$1.15,,0.00000000,0.00089592,
10/21/2022,283.86%,"$1,282.04",$1.16,,0.00000000,0.00090175,
10/22/2022,277.66%,"$1,299.80",$1.15,,0.00000000,0.00088207,
10/23/2022,276.47%,"$1,313.77",$1.15,,0.00000000,0.00087828,
10/24/2022,270.98%,"$1,364.49",$1.17,,0.00000000,0.00086083,
10/25/2022,271.79%,"$1,343.33",$1.16,,0.00000000,0.00086341,
10/26/2022,261.16%,"$1,462.05",$1.21,,0.00000000,0.00082966,
10/27/2022,250.04%,"$1,568.75",$1.25,,0.00000000,0.00079434,
10/28/2022,252.96%,"$1,514.86",$1.22,,0.00000000,0.00080361,
10/29/2022,246.92%,"$1,555.03",$1.22,,0.00000000,0.00078442,
10/30/2022,222.73%,"$1,619.43",$1.15,,0.00000000,0.00070755,
10/31/2022,222.17%,"$1,591.05",$1.12,,0.00000000,0.00070579,
11/1/2022,217.78%,"$1,572.98",$1.09,,0.00000000,0.00069184,
11/2/2022,214.54%,"$1,580.38",$1.08,,0.00000000,0.00068154,
11/3/2022,218.29%,"$1,520.64",$1.05,,0.00000000,0.00069345,
11/4/2022,217.41%,"$1,531.11",$1.06,,0.00000000,0.00069066,
11/5/2022,208.62%,"$1,644.19",$1.09,,0.00000000,0.00066274,
11/6/2022,208.56%,"$1,626.81",$1.08,,0.00000000,0.00066254,
11/7/2022,208.46%,"$1,572.95",$1.04,,0.00000000,0.00066224,
11/8/2022,212.21%,"$1,569.99",$1.06,,0.00000000,0.00067416,
11/9/2022,248.54%,"$1,334.29",$1.05,,0.00000000,0.00078957,
11/10/2022,290.79%,"$1,095.18",$1.01,,0.00000000,0.00092376,
11/11/2022,276.55%,"$1,301.55",$1.14,,0.00000000,0.00087855,
11/12/2022,309.68%,"$1,293.91",$1.27,,0.00000000,0.00098379,
11/13/2022,291.30%,"$1,255.60",$1.16,,0.00000000,0.00092539,
11/14/2022,279.85%,"$1,223.01",$1.09,,0.00000000,0.00088903,
11/15/2022,263.28%,"$1,242.00",$1.04,,0.00000000,0.00083638,
11/16/2022,259.59%,"$1,252.71",$1.03,,0.00000000,0.00082467,
11/17/2022,267.08%,"$1,217.70",$1.03,,0.00000000,0.00084844,
11/18/2022,266.88%,"$1,201.79",$1.02,,0.00000000,0.00084783,
11/19/2022,258.38%,"$1,213.50",$1.00,,0.00000000,0.00082081,
11/20/2022,271.42%,"$1,218.89",$1.05,,0.00000000,0.00086226,
11/21/2022,276.60%,"$1,144.25",$1.01,,0.00000000,0.00087871,
11/22/2022,281.63%,"$1,110.29",$0.99,,0.00000000,0.00089468,
11/23/2022,284.30%,"$1,135.18",$1.03,,0.00000000,0.00090315,
11/24/2022,279.13%,"$1,184.46",$1.05,,0.00000000,0.00088672,
11/25/2022,269.24%,"$1,204.21",$1.03,,0.00000000,0.00085530,
11/26/2022,265.95%,"$1,198.98",$1.01,,0.00000000,0.00084487,
11/27/2022,266.11%,"$1,205.66",$1.02,,0.00000000,0.00084536,
11/28/2022,269.14%,"$1,196.20",$1.02,,0.00000000,0.00085499,
11/29/2022,266.26%,"$1,170.12",$0.99,,0.00000000,0.00084584,
11/30/2022,259.47%,"$1,216.94",$1.00,,0.00000000,0.00082428,
12/1/2022,247.53%,"$1,298.94",$1.02,,0.00000000,0.00078634,
12/2/2022,240.35%,"$1,276.64",$0.97,,0.00000000,0.00076354,
12/3/2022,232.16%,"$1,293.95",$0.95,,0.00000000,0.00073751,
12/4/2022,241.75%,"$1,243.04",$0.95,,0.00000000,0.00076800,
12/5/2022,234.16%,"$1,282.42",$0.95,,0.00000000,0.00074389,
12/6/2022,241.18%,"$1,259.76",$0.97,,0.00000000,0.00076618,
12/7/2022,239.92%,"$1,271.94",$0.97,,0.00000000,0.00076219,
12/8/2022,250.99%,"$1,233.63",$0.98,,0.00000000,0.00079735,
12/9/2022,242.65%,"$1,281.21",$0.99,,0.00000000,0.00077084,
12/10/2022,241.54%,"$1,264.48",$0.97,,0.00000000,0.00076732,
12/11/2022,242.47%,"$1,264.79",$0.97,,0.00000000,0.00077026,
12/12/2022,244.28%,"$1,264.32",$0.98,,0.00000000,0.00077603,
12/13/2022,238.41%,"$1,275.33",$0.97,,0.00000000,0.00075737,
12/14/2022,232.62%,"$1,319.41",$0.98,,0.00000000,0.00073898,
12/15/2022,234.66%,"$1,308.40",$0.98,,0.00000000,0.00074547,
12/16/2022,228.99%,"$1,263.75",$0.92,,0.00000000,0.00072744,
12/17/2022,237.57%,"$1,165.97",$0.88,,0.00000000,0.00075470,
12/18/2022,234.80%,"$1,189.43",$0.89,,0.00000000,0.00074591,
12/19/2022,245.32%,"$1,186.78",$0.92,,0.00000000,0.00077932,
12/20/2022,255.24%,"$1,166.99",$0.95,,0.00000000,0.00081085,
12/21/2022,250.15%,"$1,217.89",$0.97,,0.00000000,0.00079467,
12/22/2022,251.13%,"$1,213.34",$0.97,,0.00000000,0.00079778,
12/23/2022,246.26%,"$1,217.85",$0.95,,0.00000000,0.00078230,
12/24/2022,241.37%,"$1,220.70",$0.94,,0.00000000,0.00076677,
12/25/2022,241.26%,"$1,221.36",$0.94,,0.00000000,0.00076642,
12/26/2022,238.38%,"$1,219.29",$0.92,,0.00000000,0.00075728,
12/27/2022,236.58%,"$1,226.25",$0.92,,0.00000000,0.00075156,
12/28/2022,235.75%,"$1,211.82",$0.91,,0.00000000,0.00074893,
12/29/2022,240.78%,"$1,188.73",$0.91,,0.00000000,0.00076490,
12/30/2022,232.89%,"$1,201.54",$0.89,,0.00000000,0.00073984,
12/31/2022,238.69%,"$1,199.11",$0.91,,0.00000000,0.00075828,
1/1/2023,239.18%,"$1,196.61",$0.91,,0.00000000,0.00075981,
1/2/2023,234.92%,"$1,200.66",$0.90,,0.00000000,0.00074630,
1/3/2023,237.58%,"$1,214.38",$0.92,,0.00000000,0.00075473,
1/4/2023,235.11%,"$1,214.76",$0.91,,0.00000000,0.00074689,
1/5/2023,227.03%,"$1,256.44",$0.91,,0.00000000,0.00072121,
1/6/2023,227.03%,"$1,250.79",$0.90,,0.00000000,0.00072123,
1/7/2023,221.35%,"$1,270.03",$0.89,,0.00000000,0.00070318,
1/8/2023,221.45%,"$1,264.84",$0.89,,0.00000000,0.00070348,
1/9/2023,221.28%,"$1,284.58",$0.90,,0.00000000,0.00070296,
1/10/2023,217.21%,"$1,321.68",$0.91,,0.00000000,0.00069004,
1/11/2023,208.06%,"$1,336.02",$0.88,,0.00000000,0.00066097,
1/12/2023,221.41%,"$1,389.77",$0.98,,0.00000000,0.00070337,
1/13/2023,214.78%,"$1,417.13",$0.97,,0.00000000,0.00068231,
1/14/2023,207.71%,"$1,453.38",$0.96,,0.00000000,0.00065985,
1/15/2023,199.30%,"$1,549.11",$0.98,,0.00000000,0.00063312,
1/16/2023,196.07%,"$1,551.32",$0.97,,0.00000000,0.00062286,
1/17/2023,192.51%,"$1,577.73",$0.96,,0.00000000,0.00061156,
1/18/2023,192.55%,"$1,569.53",$0.96,,0.00000000,0.00061170,
1/19/2023,191.33%,"$1,516.56",$0.92,,0.00000000,0.00060782,
1/20/2023,183.96%,"$1,550.51",$0.91,,0.00000000,0.00058440,
1/21/2023,175.25%,"$1,661.33",$0.92,,0.00000000,0.00055675,
1/22/2023,178.97%,"$1,625.91",$0.92,,0.00000000,0.00056855,
1/23/2023,177.01%,"$1,630.84",$0.92,,0.00000000,0.00056232,
1/24/2023,171.98%,"$1,632.96",$0.89,,0.00000000,0.00054633,
1/25/2023,173.32%,"$1,557.06",$0.86,,0.00000000,0.00055061,
1/26/2023,171.53%,"$1,614.68",$0.88,,0.00000000,0.00054490,
1/27/2023,172.79%,"$1,602.85",$0.88,,0.00000000,0.00054891,
1/28/2023,169.05%,"$1,598.47",$0.86,,0.00000000,0.00053703,
1/29/2023,168.04%,"$1,573.06",$0.84,,0.00000000,0.00053383,
1/30/2023,166.55%,"$1,646.52",$0.87,,0.00000000,0.00052908,
1/31/2023,171.34%,"$1,568.65",$0.85,,0.00000000,0.00054430,
2/1/2023,163.90%,"$1,586.54",$0.83,,0.00000000,0.00052066,
2/2/2023,159.76%,"$1,642.86",$0.83,,0.00000000,0.00050751,
2/3/2023,161.94%,"$1,648.68",$0.85,,0.00000000,0.00051445,
2/4/2023,161.25%,"$1,665.43",$0.85,,0.00000000,0.00051226,
2/5/2023,164.86%,"$1,667.27",$0.87,,0.00000000,0.00052371,
2/6/2023,160.91%,"$1,631.37",$0.83,,0.00000000,0.00051119,
2/7/2023,161.22%,"$1,617.14",$0.83,,0.00000000,0.00051217,
2/8/2023,156.59%,"$1,672.82",$0.83,,0.00000000,0.00049744,
2/9/2023,160.25%,"$1,651.41",$0.84,,0.00000000,0.00050908,
2/10/2023,162.77%,"$1,546.38",$0.80,,0.00000000,0.00051707,
2/11/2023,161.50%,"$1,515.53",$0.78,,0.00000000,0.00051306,
2/12/2023,160.71%,"$1,541.97",$0.79,,0.00000000,0.00051052,
2/13/2023,173.90%,"$1,515.33",$0.84,,0.00000000,0.00055243,
2/14/2023,171.21%,"$1,506.92",$0.82,,0.00000000,0.00054389,
2/15/2023,169.42%,"$1,556.96",$0.84,,0.00000000,0.00053820,
2/16/2023,160.56%,"$1,674.86",$0.85,,0.00000000,0.00051007,
2/17/2023,163.37%,"$1,646.14",$0.85,,0.00000000,0.00051900,
2/18/2023,154.30%,"$1,697.08",$0.83,,0.00000000,0.00049019,
2/19/2023,155.41%,"$1,692.52",$0.84,,0.00000000,0.00049369,
2/20/2023,154.14%,"$1,680.38",$0.82,,0.00000000,0.00048968,
2/21/2023,154.27%,"$1,700.20",$0.83,,0.00000000,0.00049008,
2/22/2023,165.53%,"$1,656.58",$0.87,,0.00000000,0.00052586,
2/23/2023,159.54%,"$1,643.17",$0.83,,0.00000000,0.00050682,
2/24/2023,160.28%,"$1,651.85",$0.84,,0.00000000,0.00050919,
2/25/2023,158.75%,"$1,608.10",$0.81,,0.00000000,0.00050431,
2/26/2023,155.66%,"$1,593.95",$0.79,,0.00000000,0.00049451,
2/27/2023,152.74%,"$1,640.58",$0.80,,0.00000000,0.00048523,
2/28/2023,144.94%,"$1,633.98",$0.75,,0.00000000,0.00046045,
3/1/2023,151.17%,"$1,606.63",$0.77,,0.00000000,0.00048024,
3/2/2023,158.10%,"$1,663.93",$0.84,,0.00000000,0.00050226,
3/3/2023,150.05%,"$1,647.66",$0.79,,0.00000000,0.00047669,
3/4/2023,151.91%,"$1,570.67",$0.76,,0.00000000,0.00048257,
3/5/2023,149.70%,"$1,568.50",$0.75,,0.00000000,0.00047556,
3/6/2023,151.28%,"$1,563.23",$0.75,,0.00000000,0.00048059,
3/7/2023,150.14%,"$1,567.35",$0.75,,0.00000000,0.00047696,
3/8/2023,151.92%,"$1,563.81",$0.75,,0.00000000,0.00048261,
3/9/2023,152.73%,"$1,535.26",$0.74,,0.00000000,0.00048518,
3/10/2023,153.00%,"$1,440.17",$0.70,,0.00000000,0.00048604,
3/11/2023,151.37%,"$1,429.60",$0.69,,0.00000000,0.00048088,
3/12/2023,156.72%,"$1,474.40",$0.73,,0.00000000,0.00049787,
3/13/2023,147.48%,"$1,588.20",$0.74,,0.00000000,0.00046852,
3/14/2023,147.58%,"$1,678.92",$0.79,,0.00000000,0.00046883,
3/15/2023,148.61%,"$1,708.30",$0.81,,0.00000000,0.00047210,
3/16/2023,146.63%,"$1,658.07",$0.77,,0.00000000,0.00046580,
3/17/2023,144.25%,"$1,679.79",$0.77,,0.00000000,0.00045826,
3/18/2023,139.79%,"$1,793.30",$0.80,,0.00000000,0.00044407,
3/19/2023,139.48%,"$1,769.43",$0.78,,0.00000000,0.00044310,
3/20/2023,135.20%,"$1,801.37",$0.77,,0.00000000,0.00042951,
3/21/2023,137.03%,"$1,744.44",$0.76,,0.00000000,0.00043532,
3/22/2023,133.54%,"$1,811.41",$0.77,,0.00000000,0.00042423,
3/23/2023,132.23%,"$1,747.64",$0.73,,0.00000000,0.00042008,
3/24/2023,133.35%,"$1,824.96",$0.77,,0.00000000,0.00042361,
3/25/2023,135.96%,"$1,751.22",$0.76,,0.00000000,0.00043190,
3/26/2023,134.57%,"$1,753.98",$0.75,,0.00000000,0.00042749,
3/27/2023,129.30%,"$1,776.87",$0.73,,0.00000000,0.00041076,
3/28/2023,130.91%,"$1,719.17",$0.71,,0.00000000,0.00041586,
3/29/2023,104.92%,"$1,776.04",$0.59,,0.00000000,0.00033330,
3/30/2023,103.42%,"$1,795.54",$0.59,,0.00000000,0.00032855,
3/31/2023,104.45%,"$1,792.91",$0.59,,0.00000000,0.00033182,
4/1/2023,102.59%,"$1,824.02",$0.59,,0.00000000,0.00032590,
4/2/2023,102.31%,"$1,823.00",$0.59,,0.00000000,0.00032501,
4/3/2023,101.28%,"$1,797.74",$0.58,,0.00000000,0.00032174,
4/4/2023,101.22%,"$1,810.47",$0.58,,0.00000000,0.00032156,
4/5/2023,96.56%,"$1,871.33",$0.57,,0.00000000,0.00030676,
4/6/2023,95.08%,"$1,911.34",$0.58,,0.00000000,0.00030204,
4/7/2023,93.16%,"$1,872.25",$0.55,,0.00000000,0.00029595,
4/8/2023,93.04%,"$1,866.66",$0.55,,0.00000000,0.00029558,
4/9/2023,89.34%,"$1,851.05",$0.53,,0.00000000,0.00028383,
4/10/2023,88.09%,"$1,859.94",$0.52,,0.00000000,0.00027985,
4/11/2023,85.78%,"$1,909.88",$0.52,,0.00000000,0.00027251,
4/12/2023,85.29%,"$1,892.94",$0.51,,0.00000000,0.00027095,
4/13/2023,89.30%,"$1,920.22",$0.54,,0.00000000,0.00028370,
4/14/2023,86.30%,"$2,012.79",$0.55,,0.00000000,0.00027416,
4/15/2023,86.42%,"$2,102.95",$0.58,,0.00000000,0.00027454,
4/16/2023,85.85%,"$2,093.17",$0.57,,0.00000000,0.00027273,
4/17/2023,84.42%,"$2,118.60",$0.57,,0.00000000,0.00026819,
4/18/2023,86.22%,"$2,077.54",$0.57,,0.00000000,0.00027391,
4/19/2023,84.57%,"$2,103.28",$0.57,,0.00000000,0.00026865,
4/20/2023,86.15%,"$1,936.43",$0.53,,0.00000000,0.00027366,
4/21/2023,84.63%,1943.44,$0.52,,0.00000000,0.00026884,
4/22/2023,87.62%,1850.15,$0.51,,0.00000000,0.00027835,
4/23/2023,99.83%,1877.54,$0.60,,0.00000000,0.00031714,
4/24/2023,100.06%,1863.64,$0.59,,0.00000000,0.00031785,
4/25/2023,98.92%,1842.63,$0.58,,0.00000000,0.00031424,
4/26/2023,96.97%,1870.57,$0.58,,0.00000000,0.00030805,
4/27/2023,97.26%,1867.59,$0.58,,0.00000000,0.00030899,
4/28/2023,95.63%,1910.46,$0.58,,0.00000000,0.00030381,
4/29/2023,97.03%,1894.43,$0.58,,0.00000000,0.00030825,
4/30/2023,96.87%,1905.27,$0.59,,0.00000000,0.00030773,
5/1/2023,96.55%,1885.39,$0.58,,0.00000000,0.00030673,
5/2/2023,97.05%,1832.73,$0.57,,0.00000000,0.00030832,
5/3/2023,91.69%,1870.83,$0.54,,0.00000000,0.00029127,
5/4/2023,88.56%,1903.73,$0.54,,0.00000000,0.00028135,
5/5/2023,91.19%,1877.4,$0.54,,0.00000000,0.00028969,
5/6/2023,91.51%,1993.61,$0.58,,0.00000000,0.00029072,
5/7/2023,92.20%,1900.41,$0.56,,0.00000000,0.00029291,
5/8/2023,94.12%,1895.23,$0.57,,0.00000000,0.00029899,
5/9/2023,90.32%,1849.29,$0.53,,0.00000000,0.00028694,
5/10/2023,89.37%,1846.06,$0.52,,0.00000000,0.00028391,
5/11/2023,91.43%,1842.87,$0.54,,0.00000000,0.00029044,
5/12/2023,90.70%,1798.07,$0.52,,0.00000000,0.00028815,
5/13/2023,90.99%,1808.69,$0.52,,0.00000000,0.00028906,
5/14/2023,93.14%,1797.2,$0.53,,0.00000000,0.00029589,
5/15/2023,93.37%,1799.01,$0.53,,0.00000000,0.00029661,
5/16/2023,91.48%,1820.04,$0.53,,0.00000000,0.00029060,
5/17/2023,91.08%,1823.66,$0.53,,0.00000000,0.00028934,
5/18/2023,91.50%,1821.05,$0.53,,0.00000000,0.00029067,
5/19/2023,91.63%,1802.39,$0.52,,0.00000000,0.00029108,
5/20/2023,93.52%,1812.13,$0.54,,0.00000000,0.00029711,
5/21/2023,92.30%,1818.97,$0.53,,0.00000000,0.00029323,
5/22/2023,93.81%,1804.93,$0.54,,0.00000000,0.00029802,
5/23/2023,92.28%,1818.4,$0.53,,0.00000000,0.00029314,
5/24/2023,90.90%,1854.19,$0.54,,0.00000000,0.00028875,
5/25/2023,91.84%,1800.74,$0.53,,0.00000000,0.00029174,
5/26/2023,90.07%,1805.81,$0.52,,0.00000000,0.00028614,
5/27/2023,89.83%,1828.96,$0.52,,0.00000000,0.00028536,
5/28/2023,90.40%,1830.31,$0.53,,0.00000000,0.00028717,
5/29/2023,88.21%,1913.82,$0.54,,0.00000000,0.00028022,
5/30/2023,88.35%,1893.71,$0.53,,0.00000000,0.00028068,
5/31/2023,87.13%,1901.08,$0.53,,0.00000000,0.00027680,
6/1/2023,87.99%,1874.69,$0.52,,0.00000000,0.00027952,
6/2/2023,89.20%,1861.73,$0.53,,0.00000000,0.00028337,
6/3/2023,86.18%,1907.21,$0.52,,0.00000000,0.00027378,
